name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,median earnings,location,address,student-faculty ratio,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,part-time undergrads,undergrads over 25,pell-grant recipients,varsity athletes,public/private,coordinates,<$30k,$30-48k,$49-75k,$76-110k,$110k+,tuition,undergrads
University of South Carolina - Upstate,https://www.niche.com/colleges/university-of-south-carolina-upstate/,506,13835,12038,11583,22545,5810,3710,1600,36900,"SPARTANBURG, SC","800 UNIVERSITY WAY SPARTANBURG, SC 29303",15:1,79,Rolling Admissions,43,92,3585,896,17,58,8,Public College,"[34.9960194, -81.9688004]",10577,11483,14900,19180,19939,17064,4481
Jacksonville State University,https://www.niche.com/colleges/jacksonville-state-university/,507,11953,10123,11952,21912,4000,3400,998,35800,"JACKSONVILLE, AL","700 PELHAM RD NORTH JACKSONVILLE, AL 36265",17:1,78,Rolling Admissions,52,91,6471,0,11,58,5,Public College,"[33.8227722, -85.765165]",16020,17323,19932,21717,22020,16932,6471
Minot State University,https://www.niche.com/colleges/minot-state-university/,508,12360,5542,8508,8508,3400,4080,1100,41200,"MINOT, ND","500 UNIVERSITY AVE W MINOT, ND 58707",11:1,93,Rolling Admissions,45,91,1768,762,23,23,21,Public College,"[48.2466116, -101.30059]",9130,7543,10782,13396,14912,8508,2530
Eastern Illinois University,https://www.niche.com/colleges/eastern-illinois-university/,509,13380,11773,13028,15455,-1,-1,150,42200,"CHARLESTON, IL","600 LINCOLN AVE CHARLESTON, IL 61920",12:1,68,Rolling Admissions,55,95,3966,0,12,53,9,Public College,"[39.4798398, -88.1755624]",9498,7854,12381,18148,19335,14241,3966
Evangel University,https://www.niche.com/colleges/evangel-university/,510,20963,17625,27218,27218,4566,4610,880,35800,"SPRINGFIELD, MO","1111 N GLENSTONE SPRINGFIELD, MO 65802",8:1,68,Rolling Admissions,72,92,1201,7,2,38,40,Private,"[37.2209842, -93.2626256]",19228,17727,19778,21118,23018,27218,1208
Southern Wesleyan University,https://www.niche.com/colleges/southern-wesleyan-university/,511,17639,19636,26520,26520,4234,5168,1060,39200,"CENTRAL, SC","907 WESLEYAN DR CENTRAL, SC 29630",10:1,52,Rolling Admissions,60,92,641,255,24,43,38,Private,"[34.7284033, -82.7625733]",14438,10936,16031,21745,21587,26520,896
Avila University,https://www.niche.com/colleges/avila-university/,512,17210,14244,22390,22390,3570,4140,1172,44100,"KANSAS CITY, MO","11901 WORNALL RD KANSAS CITY, MO 64145",9:1,68,Rolling Admissions,51,93,872,106,17,57,44,Private,"[38.9120182, -94.5918616]",11320,12777,16468,19634,20820,22390,978
Monroe College - Bronx/New Rochelle,https://www.niche.com/colleges/monroe-college-bronx-new-rochelle/,513,9157,15792,17442,17442,7700,3600,200,30300,"BRONX, NY","2501 JEROME AVE BRONX, NY 10468",14:1,60,Rolling Admissions,56,87,3609,0,44,72,14,Private,"[40.8642637, -73.9003123]",8041,8045,11140,16113,18424,17442,3609
San JosÃÂ© State University,https://www.niche.com/colleges/san-jose-state-university/,514,14219,9210,7899,19779,9476,6180,1110,56100,"SAN JOSE, CA","ONE WASHINGTON SQ SAN JOSE, CA 95192",18:1,77,December 2,68,92,21626,0,17,35,2,Public College,"[37.3352628, -121.8832197]",10038,11259,14663,18994,23112,13839,21626
Wichita State University,https://www.niche.com/colleges/wichita-state-university/,515,13553,7110,8866,18226,-1,-1,1250,40400,"WICHITA, KS","1845 N FAIRMOUNT WICHITA, KS 67260",15:1,95,Rolling Admissions,52,91,8338,0,22,37,3,Public College,"[37.7187968, -97.2879309]",9648,10609,12506,16757,18367,13546,8338
St. Mary's University,https://www.niche.com/colleges/st-marys-university/,516,21379,25439,35226,35226,7212,4236,1300,46600,"SAN ANTONIO, TX","ONE CAMINO SANTA MARIA SAN ANTONIO, TX 78228",8:1,86,Rolling Admissions,56,92,1935,66,5,44,12,Private,"[29.4532156, -98.5612828]",20115,19204,21545,23961,25520,35226,2001
University of Saint Joseph,https://www.niche.com/colleges/university-of-saint-joseph/,517,25860,28311,46978,46978,7460,5782,1200,52800,"WEST HARTFORD, CT","1678 ASYLUM AVE WEST HARTFORD, CT 06117",5:1,75,Rolling Admissions,61,91,835,39,9,37,31,Private,"[41.7825316, -72.730603]",20652,22734,24325,25818,28454,46978,874
William Paterson University of New Jersey,https://www.niche.com/colleges/william-paterson-university-of-new-jersey/,518,12967,10919,14624,23624,8420,4740,1600,46600,"WAYNE, NJ","300 POMPTON RD WAYNE, NJ 07470",13:1,92,Rolling Admissions,56,93,5134,0,28,59,5,Public College,"[40.9451732, -74.2003172]",8536,9918,14951,21604,23048,19124,5134
Slippery Rock University,https://www.niche.com/colleges/slippery-rock-university/,519,17873,5398,10507,14615,6876,3570,1786,41700,"SLIPPERY ROCK, PA","1 MORROW WAY SLIPPERY ROCK, PA 16057",17:1,74,Rolling Admissions,66,96,6345,458,5,31,7,Public College,"[41.0598843, -80.0454445]",13664,14445,18101,22344,23590,12561,6803
Louisiana State University - Shreveport,https://www.niche.com/colleges/louisiana-state-university-shreveport/,520,7587,9929,7327,20481,6850,-1,1300,35700,"SHREVEPORT, LA","ONE UNIVERSITY PL SHREVEPORT, LA 71115",11:1,89,Rolling Admissions,33,89,1610,855,29,45,8,Public College,"[32.4267914, -93.706215]",5896,6106,9777,11793,14251,13904,2465
Simmons University,https://www.niche.com/colleges/simmons-university/,521,24423,36606,44350,44350,-1,-1,1280,55800,"BOSTON, MA","300 THE FENWAY BOSTON, MA 02115",4:1,76,February 1,74,96,1601,187,11,39,-1,Private,"[42.3391446, -71.1001234]",12883,14076,16869,23274,32807,44350,1788
Emporia State University,https://www.niche.com/colleges/emporia-state-university/,522,14854,5345,6959,10438,6200,3998,1000,37100,"EMPORIA, KS","1 KELLOGG CIRCLE EMPORIA, KS 66801",12:1,96,Rolling Admissions,52,93,2542,198,10,41,16,Public College,"[38.4142595, -96.1801031]",10908,11563,14224,17265,16763,8698,2740
Manhattan School of Music,https://www.niche.com/colleges/manhattan-school-of-music/,523,51278,21335,52550,52550,11110,5750,1000,32300,"NEW YORK, NY","130 CLAREMONT AVE NEW YORK, NY 10027",3:1,55,December 1,79,91,503,5,4,13,-1,Private,"[40.8125698, -73.9615808]",44397,38817,48573,50492,56810,52550,508
D'Youville University,https://www.niche.com/colleges/dyouville-university/,524,21755,22053,31170,31170,-1,-1,1200,46400,"BUFFALO, NY","320 PORTER AVE BUFFALO, NY 14201",6:1,84,Rolling Admissions,66,94,1069,309,23,39,25,Private,"[42.9026661, -78.8909165]",14172,18643,21328,23451,26554,31170,1378
University of Detroit Mercy,https://www.niche.com/colleges/university-of-detroit-mercy/,525,18197,21483,31058,31058,-1,-1,1288,47100,"DETROIT, MI","4001 W MCNICHOLS RD DETROIT, MI 48221",6:1,91,March 1,73,93,2146,0,7,38,14,Private,"[42.4150321, -83.137244]",13152,12837,14896,18649,21146,31058,2146
Union Adventist University,https://www.niche.com/colleges/union-adventist-university/,526,23462,15293,27170,27170,4500,3250,1600,40800,"LINCOLN, NE","3800 S 48TH ST LINCOLN, NE 68506",7:1,99,Rolling Admissions,56,89,460,147,15,44,14,Private,"[40.7744964, -96.6522102]",21275,20544,22113,23369,25318,27170,607
Georgia College & State University,https://www.niche.com/colleges/georgia-college-and-state-university/,527,20301,8610,9186,29512,7254,4260,1000,40500,"MILLEDGEVILLE, GA","231 W HANCOCK ST MILLEDGEVILLE, GA 31061",14:1,80,Rolling Admissions,62,94,4783,482,1,18,4,Public College,"[33.0808412, -83.2317782]",15013,16634,19024,21513,21587,19349,5265
University of Puget Sound,https://www.niche.com/colleges/university-of-puget-sound/,528,41363,32482,62310,62310,7700,7370,1000,52700,"TACOMA, WA","1500 N WARNER ST TACOMA, WA 98416",7:1,83,January 15,76,92,1674,38,2,18,27,Private,"[47.2638152, -122.4828936]",26537,27810,36006,34060,45126,62310,1712
MidAmerica Nazarene University,https://www.niche.com/colleges/midamerica-nazarene-university/,529,28787,22757,36174,36174,-1,-1,1446,42900,"OLATHE, KS","2030 E COLLEGE WAY OLATHE, KS 66062",8:1,67,Rolling Admissions,42,93,923,236,21,44,60,Private,"[38.8746808, -94.7821572]",29135,23939,26671,30232,31929,36174,1159
Southern Illinois University Edwardsville,https://www.niche.com/colleges/southern-illinois-university-edwardsville/,530,13586,10649,12558,12558,6570,5070,956,43000,"EDWARDSVILLE, IL","IL STATE RTE 157 EDWARDSVILLE, IL 62026",11:1,98,May 1,54,95,7709,0,13,41,3,Public College,"[38.81139, -89.953063]",7472,8176,11380,18028,18906,12558,7709
Texas A&M University - Corpus Christi,https://www.niche.com/colleges/texas-a-and-m-university-corpus-christi/,531,15181,7780,9748,20745,7251,3616,1152,43400,"CORPUS CHRISTI, TX","6300 OCEAN DR CORPUS CHRISTI, TX 78412",14:1,88,July 1,35,91,6012,0,14,43,4,Public College,"[27.713563, -97.3247237]",16980,17959,20012,21083,17830,15246,6012
Hofstra University,https://www.niche.com/colleges/hofstra-university/,532,35036,30958,55450,55450,11998,5980,1000,53100,"HEMPSTEAD, NY","100 HOFSTRA UNIVERSITY HEMPSTEAD, NY 11549",8:1,69,Rolling Admissions,68,93,5842,268,2,27,7,Private,"[40.7160498, -73.6008561]",28867,31427,33832,37890,36347,55450,6110
Elms College,https://www.niche.com/colleges/elms-college/,533,23498,27109,38735,38735,-1,-1,1500,46200,"CHICOPEE, MA","291 SPRINGFIELD ST CHICOPEE, MA 01013",8:1,93,Rolling Admissions,75,92,797,183,28,44,25,Private,"[42.1409874, -72.6020494]",18726,19086,21444,23180,26031,38735,980
Marymount University,https://www.niche.com/colleges/marymount-university/,534,24664,26190,39270,39036,9480,6000,2000,53600,"ARLINGTON, VA","2807 N GLEBE RD ARLINGTON, VA 22207",9:1,81,Rolling Admissions,61,92,1697,519,12,33,24,Private,"[38.9054855, -77.1274286]",21926,22981,22991,25735,24775,39153,2216
University of Washington - Bothell,https://www.niche.com/colleges/university-of-washington-bothell/,535,9357,15474,12224,40722,10228,-1,900,57700,"BOTHELL, WA","18115 CAMPUS WAY NE BOTHELL, WA 98011",19:1,88,January 15,69,91,4449,743,17,29,-1,Public College,"[47.7589923, -122.1906664]",5019,5999,8992,16235,22455,26473,5192
Marywood University,https://www.niche.com/colleges/marywood-university/,536,22504,28401,38226,38226,8341,6355,1250,39600,"SCRANTON, PA","2300 ADAMS AVE SCRANTON, PA 18509",8:1,81,Rolling Admissions,76,93,1710,147,10,33,21,Private,"[41.4334164, -75.6372183]",16733,17048,19447,22647,24361,38226,1857
University of Southern Indiana,https://www.niche.com/colleges/university-of-southern-indiana/,537,14443,7927,10210,22255,5270,4790,1200,37000,"EVANSVILLE, IN","8600 UNIVERSITY BLVD EVANSVILLE, IN 47712",14:1,94,Rolling Admissions,51,94,4875,0,8,32,7,Public College,"[37.9620193, -87.6777297]",7752,9444,14860,17337,17631,16232,4875
University of Michigan - Flint,https://www.niche.com/colleges/university-of-michigan-flint/,538,10840,13389,13242,25506,7384,3244,1000,40600,"FLINT, MI","303 E KEARSLEY ST FLINT, MI 48502",10:1,66,Rolling Admissions,46,88,2829,0,31,47,-1,Public College,"[43.0190538, -83.6871366]",4638,5546,8660,14099,16113,19374,2829
University of Montana - Western,https://www.niche.com/colleges/university-of-montana-western/,539,11584,8117,5874,17698,3340,5088,1300,30400,"DILLON, MT","710 S ATLANTIC DILLON, MT 59725",14:1,37,Rolling Admissions,45,93,1013,411,26,70,21,Public College,"[45.2091302, -112.6402769]",10314,11718,15529,18632,18168,11786,1424
Arkansas State University,https://www.niche.com/colleges/arkansas-state-university/,540,12011,11225,9310,16630,-1,-1,1250,32200,"JONESBORO, AR","2105 E AGGIE RD JONESBORO, AR 72401",24:1,70,Rolling Admissions,53,89,13190,0,44,40,7,Public College,"[35.8423814, -90.6800379]",7737,9470,12927,15472,15842,12970,13190
University of North Alabama,https://www.niche.com/colleges/university-of-north-alabama/,541,9837,13699,11220,21420,3530,4200,1500,37800,"FLORENCE, AL","ONE HARRISON PLAZA FLORENCE, AL 35632",15:1,96,Rolling Admissions,52,90,4655,0,14,34,7,Public College,"[34.8085257, -87.6791744]",7922,7731,11233,14536,13484,16320,4655
Oregon Institute of Technology,https://www.niche.com/colleges/oregon-institute-of-technology/,542,17283,8302,12529,17646,5655,4352,1000,56600,"KLAMATH FALLS, OR","3201 CAMPUS DR KLAMATH FALLS, OR 97601",15:1,93,September 4,57,94,2121,0,24,28,11,Public College,"[42.2554374, -121.7852405]",10139,9857,14441,20660,21932,15087,2121
SUNY Oneonta,https://www.niche.com/colleges/suny-oneonta/,543,18129,9974,8775,19195,9870,5200,1400,43400,"ONEONTA, NY","108 RAVINE PARKWAY ONEONTA, NY 13820",15:1,73,Rolling Admissions,75,95,4760,87,2,37,7,Public College,"[42.4679269, -75.0612616]",11946,14440,18696,21256,24344,13985,4847
Texas A&M University - Commerce,https://www.niche.com/colleges/texas-a-and-m-university-commerce/,544,13025,9983,10026,22266,5836,4800,1556,39300,"COMMERCE, TX","2200 CAMPBELL ST COMMERCE, TX 75428",12:1,86,Rolling Admissions,43,92,5358,0,31,60,5,Public College,"[33.2421242, -95.9046092]",10169,10928,12156,18421,20245,16146,5358
Bowling Green State University,https://www.niche.com/colleges/bowling-green-state-university/,545,20485,8898,13639,22212,7560,5024,710,40500,"BOWLING GREEN, OH","220 MCFALL CTR BOWLING GREEN, OH 43403",14:1,79,March 1,61,93,11581,0,6,26,4,Public College,"[41.3789991, -83.6309166]",15493,16595,20381,23234,23583,17925,11581
Southeastern Oklahoma State University,https://www.niche.com/colleges/southeastern-oklahoma-state-university/,546,10004,7181,7020,15930,2830,3660,1200,35800,"DURANT, OK","425 W UNIVERSITY BLVD DURANT, OK 74701",14:1,74,Rolling Admissions,34,89,1982,0,38,7,16,Public College,"[34.0048032, -96.3773067]",3648,3829,7726,9186,10959,11475,1982
Maine Maritime Academy,https://www.niche.com/colleges/maine-maritime-academy/,547,19964,9358,14562,30042,4490,6746,1300,95600,"CASTINE, ME","1 PLEASANT ST CASTINE, ME 04420",11:1,62,Rolling Admissions,66,96,854,24,4,25,26,Public College,"[44.3869709, -68.7977519]",12830,14971,21567,24070,25133,22302,878
Nicholls State University,https://www.niche.com/colleges/nicholls-state-university/,548,12365,9310,8156,9249,6914,3688,1300,37500,"THIBODAUX, LA","UNIVERSITY STATION  LA HWY 1 THIBODAUX, LA 70310",16:1,98,Rolling Admissions,46,91,4244,0,12,36,9,Public College,"[29.7576331, -90.7417122]",9518,10054,12414,15582,16048,8702,4244
Loyola University New Orleans,https://www.niche.com/colleges/loyola-university-new-orleans/,549,23808,35604,47740,47740,8170,5700,1300,47100,"NEW ORLEANS, LA","6363 SAINT CHARLES AVE NEW ORLEANS, LA 70118",10:1,78,April 15,67,91,3000,289,6,43,9,Private,"[29.9340509, -90.121376]",16934,18004,18927,22463,28071,47740,3289
Westminster University - Utah,https://www.niche.com/colleges/westminster-university-utah/,550,27068,27787,41416,41416,6396,4628,1000,49800,"SALT LAKE CITY, UT","1840 SOUTH 1300 EAST SALT LAKE CITY, UT 84105",5:1,70,Rolling Admissions,65,91,920,48,10,23,27,Private,"[40.7315223, -111.8542874]",19242,16999,22417,26368,30435,41416,968
Georgia Southern University,https://www.niche.com/colleges/georgia-southern-university/,551,15352,8806,2732,9641,6566,3750,1200,41900,"STATESBORO, GA","1332 SOUTHERN DR STATESBORO, GA 30460",19:1,89,Rolling Admissions,53,93,17907,0,11,43,2,Public College,"[32.4261598, -81.7840364]",12718,13632,16027,18502,18545,6186,17907
Portland State University,https://www.niche.com/colleges/portland-state-university/,552,16273,9750,10806,29706,7365,5097,888,44700,"PORTLAND, OR","724 SW HARRISON PORTLAND, OR 97201",14:1,93,Rolling Admissions,53,88,11200,0,33,57,3,Public College,"[45.5111591, -122.6846467]",16348,15690,15229,17385,19205,20256,11200
Queens University of Charlotte,https://www.niche.com/colleges/queens-university-of-charlotte/,553,29459,25123,40830,40830,8000,6000,1200,42200,"CHARLOTTE, NC","1900 SELWYN AVE CHARLOTTE, NC 28274",7:1,71,Rolling Admissions,69,93,1241,76,10,26,44,Private,"[35.1888422, -80.8322856]",23594,24405,25431,30871,34121,40830,1317
Spalding University,https://www.niche.com/colleges/spalding-university/,554,26539,16307,26900,26900,4800,3600,1200,45100,"LOUISVILLE, KY","901 S FOURTH ST LOUISVILLE, KY 40203",5:1,98,Rolling Admissions,45,90,578,187,31,42,45,Private,"[38.2415498, -85.7588496]",23840,20631,21916,29685,29653,26900,765
Le Moyne College,https://www.niche.com/colleges/le-moyne-college/,555,23309,27125,39090,39090,9380,5670,1300,49600,"SYRACUSE, NY","1419 SALT SPRINGS RD SYRACUSE, NY 13214",10:1,78,Rolling Admissions,72,96,2193,407,7,34,16,Private,"[43.0487425, -76.0877112]",15315,18535,23523,25173,26490,39090,2600
CUNY City College of New York,https://www.niche.com/colleges/cuny-city-college-of-new-york/,556,5181,9822,7340,15290,13224,-1,1364,46300,"NEW YORK, NY","160 CONVENT AVE NEW YORK, NY 10031",13:1,67,February 1,59,88,9511,0,19,70,2,Public College,"[40.8202135, -73.9503541]",1963,3330,7290,9332,12552,11315,9511
Husson University,https://www.niche.com/colleges/husson-university/,557,19978,13356,23304,23304,5708,5883,1150,38800,"BANGOR, ME","1 COLLEGE CIRCLE BANGOR, ME 04401",13:1,91,Rolling Admissions,60,93,2038,391,11,38,21,Private,"[44.8272248, -68.7913265]",13751,13547,16095,21909,25133,23304,2429
St. Lawrence University,https://www.niche.com/colleges/st-lawrence-university/,558,33283,44093,62020,62020,8615,7380,750,50100,"CANTON, NY","23 ROMODA DR CANTON, NY 13617",11:1,63,February 1,83,95,2130,15,0,23,35,Private,"[44.5884993, -75.1618778]",9380,14491,17369,24487,40055,62020,2145
Chicago State University,https://www.niche.com/colleges/chicago-state-university/,559,6446,15891,12018,12018,7800,6000,2400,33800,"CHICAGO, IL","9501 S KING DR CHICAGO, IL 60628",7:1,49,Rolling Admissions,28,88,935,515,50,67,19,Public College,"[41.7165496, -87.6084858]",7532,4638,8541,5740,6944,12018,1450
Eastern Mennonite University,https://www.niche.com/colleges/eastern-mennonite-university/,560,23783,30460,43070,43070,7060,5180,1000,40300,"HARRISONBURG, VA","1200 PARK RD HARRISONBURG, VA 22802",8:1,99,Rolling Admissions,63,93,783,109,7,39,32,Private,"[38.4710866, -78.8803706]",19373,19313,18922,27781,28696,43070,892
Dakota State University,https://www.niche.com/colleges/dakota-state-university/,561,17977,5467,9633,12735,4322,3142,1200,38700,"MADISON, SD","820 N WASHINGTON AVE MADISON, SD 57042",17:1,80,Rolling Admissions,49,95,1396,0,19,28,35,Public College,"[44.0122044, -97.1102674]",14590,15851,18216,19468,19779,11184,1396
University of Houston - Downtown,https://www.niche.com/colleges/university-of-houston-downtown/,562,14911,7849,7708,17524,-1,-1,1296,45000,"HOUSTON, TX","1 MAIN ST HOUSTON, TX 77002",17:1,88,June 1,31,90,6143,0,43,68,-1,Public College,"[29.7633284, -95.359614]",14028,13594,16265,19926,22734,12616,6143
"University of Nevada, Las Vegas",https://www.niche.com/colleges/university-of-nevada-las-vegas/,563,13159,6346,10196,28828,5880,5456,1240,45000,"LAS VEGAS, NV","4505 S MARYLAND PKY LAS VEGAS, NV 89154",13:1,85,June 1,47,90,19587,0,20,46,2,Public College,"[36.1066356, -115.1384777]",10473,10280,11712,15386,16858,19512,19587
Fordham University,https://www.niche.com/colleges/fordham-university/,564,43943,33129,58467,58467,-1,-1,1040,59200,"BRONX, NY","441 E FORDHAM RD BRONX, NY 10458",9:1,54,January 3,83,92,9684,414,4,23,5,Private,"[40.8610261, -73.8889844]",29634,32108,36545,41529,47981,58467,10098
Stockton University,https://www.niche.com/colleges/stockton-university/,565,18515,11635,16266,24524,8870,4650,1374,47500,"GALLOWAY, NJ","101 VERA KING FARRIS DR GALLOWAY, NJ 08205",17:1,86,Rolling Admissions,76,94,7455,357,12,44,5,Public College,"[39.4920334, -74.5311372]",11870,11789,14352,23842,25497,20395,7812
